rt,stimulus,response,type_of_trial,subject,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,all_responses,accuracy,words,clue,board,pragmatics,accessibility,clue_type,question_order
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,8,202851,0.0-1.0-0.3,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
23167,SWIMMER,"[""LIFEGUARD"",""BOATING""]",practice,32926,connector,9,226022,0.0-1.0-1.3,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""LIFEGUARD"",""BOATING""]",,lifeguard-boating,swimmer,"[""MISFORTUNE"",""ORANGES"",""THRIFTY"",""LIGHTENING"",""RECEIVER"",""STONE"",""GREED"",""LIFEGUARD"",""TAPS"",""GUMMY"",""TAKEOVER"",""PERIMETER"",""DECOMPOSITION"",""FOREVER"",""BOATING"",""STRIP"",""RETIREMENT"",""REJOICE"",""ADMISSION"",""DIAGONAL""]",0.000168199,18,high_a_high_p,
76420,"<p style='font-size: 20px; padding-right: 10%; padding-left: 10%'> This concludes the practice trials. <br> <br> When you are ready, please click the button below, and the experiment will automatically move you through the 60 experimental trials.</p>",0,move_to_experiment,32926,html-button-response,10,302446,0.0-2.0,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,11,303454,0.0-3.0-0.0,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
10938,ADOLESCENT,"[""TOT"",""TEENAGER""]",,32926,connector,12,314396,0.0-3.0-1.0,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""TOT"",""TEENAGER""]",,teenager-youthful,adolescent,"[""TOT"",""FRUSTRATED"",""ROYALTY"",""GENERALLY"",""YOUTHFUL"",""NUDITY"",""RIDING"",""INVISIBLE"",""SHINGLES"",""DEMOLISH"",""PENNY"",""BELONGING"",""WISPY"",""DECLARE"",""WIFE"",""IMAGINE"",""TEENAGER"",""CHIVALROUS"",""METRIC"",""TREBLE""]",0.000191463,44,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,13,315403,0.0-3.0-0.1,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
17487,FAUCET,"[""HOSE"",""BATHING""]",,32926,connector,14,332897,0.0-3.0-1.1,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""HOSE"",""BATHING""]",,hose-bathing,faucet,"[""EMAIL"",""SCRAMBLE"",""ENCLOSURE"",""HOSE"",""REQUEST"",""QUENCH"",""TERRIBLE"",""GLOWING"",""GLORIOUS"",""OUTLAW"",""DOWNHILL"",""VEGAN"",""INBETWEEN"",""CHIC"",""BATHING"",""BRAVERY"",""STOCK"",""APPREHEND"",""CERTAIN"",""VIPER""]",0.000165485,6,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,15,333907,0.0-3.0-0.2,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
50664,ONION,"[""POTENT"",""DETER""]",,32926,connector,16,384577,0.0-3.0-1.2,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""MANDARIN"",""PEACHES"",""POTENT"",""DETER""]",,peaches-mandarin,onion,"[""MANDARIN"",""DETER"",""HONEYDEW"",""SKITTISH"",""BUCKLE"",""POTENT"",""SINNER"",""TOOTHACHE"",""MIGRAINE"",""PEACHES"",""CONSIDERATION"",""VACCINATION"",""ZODIAC"",""ELEPHANT"",""RESOURCES"",""AUDIENCE"",""BOLTS"",""OPTIMISTIC"",""INSIGHTFUL"",""SHOE""]",0.0000916,1,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,17,385590,0.0-3.0-0.3,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
25106,FULL,"[""SATURATE"",""CIRCUIT""]",,32926,connector,18,410702,0.0-3.0-1.3,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""SATURATE"",""CIRCUIT""]",,saturate-drops,full,"[""SWIMMING"",""TRACK"",""UNLESS"",""SATURATE"",""PROBLEMS"",""ASTEROID"",""GIRAFFE"",""FINANCE"",""SPIKES"",""PONY"",""CIRCUIT"",""DROPS"",""OBSERVATION"",""BURY"",""BLEEDING"",""MEDICATION"",""TENNIS"",""STUDIOUS"",""PINCH"",""GREETINGS""]",0.0000896,110,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,19,411710,0.0-3.0-0.4,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
54864,CRATE,"[""STAMP"",""SCREWS""]",,32926,connector,20,466580,0.0-3.0-1.4,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""KIMONO"",""INSIDER"",""STAMP"",""SCREWS""]",,screws-chisel,crate,"[""PASTY"",""APPLAUSE"",""STAMP"",""CHISEL"",""AMBASSADOR"",""VARIOUS"",""CONSTIPATION"",""FORM"",""EXHAUSTION"",""AXE"",""CAKE"",""SCREWS"",""PARTNER"",""KIMONO"",""SURGERY"",""PARAGRAPH"",""BARREN"",""INTER"",""INSIDER"",""INFLUENCE""]",0.0000895,2,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,21,467588,0.0-3.0-0.5,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
11556,ANIMAL,"[""RACCOON"",""CUB""]",,32926,connector,22,479150,0.0-3.0-1.5,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""RACCOON"",""CUB"",""CREATURE""]",,raccoon-creature,animal,"[""INSTRUMENT"",""ONSET"",""CONFIDANT"",""FORCED"",""RACCOON"",""DOPEY"",""REGAL"",""CONNECT"",""BABBLING"",""INVASION"",""TRASHED"",""OUTGOING"",""WICKED"",""CUB"",""ROTATE"",""CREATURE"",""RAINBOW"",""OUTLANDISH"",""STUDIOS"",""HIMSELF""]",0.000178324,314,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,23,480158,0.0-3.0-0.6,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
20398,JERKY,"[""SIRLOIN"",""GRILL""]",,32926,connector,24,500560,0.0-3.0-1.6,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""SIRLOIN"",""GRILL""]",,grill-sirloin,jerky,"[""GRILL"",""UNDERSTANDING"",""ARACHNID"",""REFRESHING"",""ENRAGE"",""ELEVEN"",""SIRLOIN"",""JET"",""NOD"",""HUT"",""HARDCORE"",""SMOOTH"",""TURKEY"",""DISBELIEVE"",""TWINS"",""CRAFTSMAN"",""GAZE"",""FROST"",""JAZZ"",""HUGE""]",0.000174741,4,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,25,501566,0.0-3.0-0.7,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
19704,AUTOMOBILE,"[""SPEEDOMETER"",""JEEP""]",,32926,connector,26,521275,0.0-3.0-1.7,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""SPEEDOMETER"",""JEEP""]",,speedometer-jeep,automobile,"[""SUBSTITUTE"",""VISITOR"",""ARCHAIC"",""ANDROID"",""EXPLORATION"",""PLEASURE"",""MUSTANG"",""SOFTBALL"",""SURVIVAL"",""JEEP"",""ANOTHER"",""WEASEL"",""ASPIRE"",""SELECT"",""CIGAR"",""STONED"",""SPEEDOMETER"",""LOOSE"",""GRIMACE"",""SPENDING""]",0.000191008,46,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,27,522283,0.0-3.0-0.8,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
22070,BUFFET,"[""RAVENOUS"",""CANDY""]",,32926,connector,28,544358,0.0-3.0-1.8,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""RAVENOUS"",""CANDY""]",,platter-inedible,buffet,"[""LIT"",""IMPAIRMENT"",""CANDY"",""INEDIBLE"",""WIND"",""PLATTER"",""UNSUCCESSFUL"",""PEEK"",""LISP"",""CLAIM"",""LEMONY"",""RAVENOUS"",""POP"",""RULING"",""EROSION"",""SOLDER"",""TEENS"",""ACTIONS"",""EARRING"",""MOVIES""]",0.000162108,8,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,29,545364,0.0-3.0-0.9,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
50487,LINING,"[""ATTIRE"",""TEASE""]",,32926,connector,30,595858,0.0-3.0-1.9,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""BAGGY"",""SUSPENDERS"",""ATTIRE"",""TEASE""]",,baggy-suspenders,lining,"[""MONK"",""SCYTHE"",""INTELLECTUAL"",""WALKWAY"",""ANTIBIOTIC"",""ROBIN"",""CEREAL"",""COG"",""BUMPS"",""AFFIRMATIVE"",""DISCUS"",""SUSPENDERS"",""SKEPTIC"",""SNEAKING"",""MINGLE"",""ATTIRE"",""BAGGY"",""TEASE"",""PRESCHOOL"",""WEIGHTLESS""]",0.0000896,1,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,31,596866,0.0-3.0-0.10,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
19710,CREEK,"[""UPSTREAM"",""FLOWING""]",,32926,connector,32,616580,0.0-3.0-1.10,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""UPSTREAM"",""BOIL"",""FLOWING""]",,upstream-flowing,creek,"[""PUFF"",""KITTY"",""WEEKLY"",""RUE"",""SCAPEGOAT"",""LUCK"",""EDUCATED"",""ALIENS"",""BOIL"",""CULTIVATE"",""APE"",""METHODICAL"",""DIET"",""ANGELIC"",""ROTATION"",""FLOWING"",""POSTER"",""UPSTREAM"",""DETACHMENT"",""MANGO""]",0.000167719,29,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,33,617586,0.0-3.0-0.11,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
95017,WOMAN,"[""MARE"",""GROOVE""]",,32926,connector,34,712607,0.0-3.0-1.11,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""MARE"",""GROOVE""]",,lasso-mare,woman,"[""SHOTS"",""MARE"",""LATTER"",""BEATEN"",""INTEGER"",""SYNDROME"",""DUO"",""RETIRE"",""HAPPENSTANCE"",""DICTATE"",""SPATULA"",""DEVICE"",""OXEN"",""EXTERIOR"",""COLLEAGUE"",""LASSO"",""DEPENDENT"",""SUPPORTER"",""WORTHLESS"",""GROOVE""]",0.0000829,58,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,35,713617,0.0-3.0-0.12,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
17102,PEPPY,"[""VIVACIOUS"",""ELATED""]",,32926,connector,36,730723,0.0-3.0-1.12,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""VIVACIOUS"",""ELATED""]",,elated-vivacious,peppy,"[""CONTAMINATE"",""KNEW"",""COMFORTER"",""FORTY"",""SUCCESSFUL"",""PANEL"",""ELATED"",""LORD"",""VIVACIOUS"",""SEWER"",""DECK"",""GLITCH"",""VIOLATION"",""SURROUNDING"",""DOTS"",""ADULTERY"",""EXOSKELETON"",""WORLDWIDE"",""NEED"",""OSMOSIS""]",0.000200768,3,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,37,731728,0.0-3.0-0.13,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
35563,WHITE,"[""SMOOTHIE"",""SKATER""]",,32926,connector,38,767295,0.0-3.0-1.13,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""SMOOTHIE"",""SKATER""]",,hum-clef,white,"[""GIRLY"",""HUM"",""ECONOMY"",""COMPLIANT"",""SLIPPERY"",""MODERATE"",""BENEATH"",""QUARTER"",""CLEF"",""SKATER"",""APPLES"",""LOUDSPEAKER"",""WATERPROOF"",""LARGER"",""SMOOTHIE"",""DESSERT"",""DUSTPAN"",""MASCULINE"",""RANDOM"",""BREATH""]",0.0000793,48,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,39,768304,0.0-3.0-0.14,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
30552,DEDICATION,"[""OVERCOME"",""SURPASS""]",,32926,connector,40,798861,0.0-3.0-1.14,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""OVERCOME"",""SURPASS"",""LOSING""]",,overcome-surpass,dedication,"[""OVERCOME"",""COOPERATIVE"",""TRAGIC"",""LIGHTING"",""ANEMIA"",""SPIKE"",""DISPUTE"",""LOSING"",""PASSIVE"",""PAGEANT"",""RECEPTION"",""SHRUBS"",""SURPASS"",""DOLLAR"",""ELECTRICAL"",""FEARFUL"",""DREAMY"",""FRY"",""EIGHT"",""INTEGRITY""]",0.0000881,1,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,41,799865,0.0-3.0-0.15,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
45318,BLUE,"[""POLICE"",""LONE""]",,32926,connector,42,845188,0.0-3.0-1.15,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""POLICE"",""LONE""]",,wings-sparrow,blue,"[""EXPLORING"",""WINGS"",""HUH"",""BIRDIE"",""IMPOVERISHED"",""INTEGRAL"",""LONE"",""FLEECE"",""HEARTBEAT"",""DAGGER"",""EYELINER"",""ALTERNATE"",""FORK"",""DONUT"",""MAGMA"",""SPARROW"",""FULFILL"",""POLICE"",""CHARGE"",""REACH""]",0.0000879,102,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,43,846193,0.0-3.0-0.16,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
19653,TIME,"[""PASSAGE"",""RETROSPECT""]",,32926,connector,44,865851,0.0-3.0-1.16,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""PASSAGE"",""RETROSPECT""]",,weary-tiring,time,"[""WHEREVER"",""TOWARD"",""SURGEON"",""GUT"",""INVESTIGATE"",""PASSAGE"",""CONGRESS"",""SUBORDINATE"",""POOF"",""KNAPSACK"",""BISCUIT"",""CONFIDENTIAL"",""RETROSPECT"",""SNOOZE"",""EXALT"",""VET"",""TIRING"",""WEARY"",""ASTOUNDING"",""SELECTIVE""]",0.000082,55,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,45,866860,0.0-3.0-0.17,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
9901,CAMPUS,"[""LEARNER"",""SEMESTER""]",,32926,connector,46,876766,0.0-3.0-1.17,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""LEARNER"",""SEMESTER""]",,semester-faculty,campus,"[""STANDARD"",""ONCE"",""LEARNER"",""MAGNIFY"",""SEMESTER"",""ANEW"",""COMET"",""TOAD"",""PEBBLE"",""IMPRISON"",""FACULTY"",""PRANKSTER"",""FIX"",""YOU"",""SWANKY"",""EARNINGS"",""CYNIC"",""ABORIGINE"",""GRAB"",""CHILDLESS""]",0.000191149,11,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,47,877774,0.0-3.0-0.18,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
30105,TRANSACTION,"[""BUYER"",""BANKS""]",,32926,connector,48,907884,0.0-3.0-1.18,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""BUYER"",""BANKS""]",,buyer-earner,transaction,"[""UNDERGROUND"",""TUNNEL"",""PREACHER"",""BOILED"",""BUYER"",""SWOLLEN"",""INTRICATE"",""TELESCOPE"",""RELATIVITY"",""MADLY"",""EARNER"",""ARTICHOKE"",""TWEET"",""CENTURY"",""PRODIGAL"",""PITCH"",""DISGUST"",""KNITTING"",""BANKS"",""AID""]",0.00017361,13,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,49,908893,0.0-3.0-0.19,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
7998,DIVINE,"[""BIBLICAL"",""HEAVEN""]",,32926,connector,50,916896,0.0-3.0-1.19,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""BIBLICAL"",""HEAVEN""]",,purgatory-heaven,divine,"[""BIBLICAL"",""LEDGER"",""SUPER"",""BROWN"",""SEDATIVE"",""PANTS"",""SLUR"",""HEAVEN"",""CLAMS"",""NET"",""CABINET"",""MONTH"",""FORETHOUGHT"",""RELATED"",""FINGERS"",""PURGATORY"",""INTERN"",""BLONDE"",""BUM"",""COMPATIBLE""]",0.000116767,5,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,51,917905,0.0-3.0-0.20,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
15018,JUGGLER,"[""CONTROL"",""CLOWNS""]",,32926,connector,52,932927,0.0-3.0-1.20,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""CONTROL"",""CLOWNS""]",,clowns-trapeze,juggler,"[""MAGPIE"",""CLOWNS"",""STRATEGY"",""FOAM"",""ENVISION"",""PORRIDGE"",""UNSEEN"",""CONFIRMATION"",""ACRID"",""CHEAP"",""ADVERTISEMENT"",""BLAME"",""BREW"",""IMAGE"",""BENCH"",""WHIMSICAL"",""CONTROL"",""GLUTTON"",""REFRESHMENT"",""TRAPEZE""]",0.000197166,1,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,53,933936,0.0-3.0-0.21,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
12244,ETERNITY,"[""EVER"",""ENDLESS""]",,32926,connector,54,946184,0.0-3.0-1.21,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,"[""EVER"",""ENDLESS""]",,ever-endless,eternity,"[""RUBRIC"",""WRONG"",""MARAUDER"",""ENDLESS"",""HOP"",""LAYOUT"",""GOO"",""LOAF"",""SCIENTIFIC"",""RESTAURANT"",""PROSPERITY"",""IMPROPER"",""MAIDEN"",""EVER"",""STEADY"",""STERILE"",""MILLION"",""TELEGRAPH"",""ACCESSORY"",""CONQUISTADOR""]",0.000189411,99,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,32926,html-keyboard-response,55,947193,0.0-3.0-0.22,2,1,2/20/23 19:53,25f59783eab5d19cf5352a320355e3dd,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/110.0,Macintosh,Firefox,110,OS X,10.15,,,,,,,,,
